Lieferrichtung: Bezug
Ablesezeitpunkt;Zaehlerstand Gesamt - 1.8.0;Verbrauch Gesamt - 1.8.0;Status Gesamt - 1.8.0;Zaehlerstand Hochtarif - 1.8.1;Verbrauch Hochtarif - 1.8.1;Status Hochtarif - 1.8.1;Zaehlerstand Niedertarif - 1.8.2;Verbrauch Niedertarif - 1.8.2;Status Niedertarif - 1.8.2
2024-09-04T18:00:00.000+02:00;1869,049;0,046;VAL;;;;;;
2024-09-04T18:15:00.000+02:00;1869,123;0,074;VAL;;;;;;
2024-09-04T18:30:00.000+02:00;1869,135;0,012;VAL;;;;;;
2024-09-04T18:45:00.000+02:00;1869,145;0,01;VAL;;;;;;
2024-09-04T19:00:00.000+02:00;1869,168;0,023;VAL;;;;;;
2024-09-04T19:15:00.000+02:00;1869,213;0,045;VAL;;;;;;
2024-09-04T19:30:00.000+02:00;1869,221;0,008;VAL;;;;;;
2024-09-04T19:45:00.000+02:00;1869,238;0,017;VAL;;;;;;
2024-09-04T20:00:00.000+02:00;1869,257;0,019;VAL;;;;;;
2024-09-04T20:15:00.000+02:00;1869,265;0,008;VAL;;;;;;
2024-09-04T20:30:00.000+02:00;1869,277;0,012;VAL;;;;;;
2024-09-04T20:45:00.000+02:00;1869,299;0,022;VAL;;;;;;
2024-09-04T21:00:00.000+02:00;1869,308;0,009;VAL;;;;;;
2024-09-04T21:15:00.000+02:00;1869,316;0,008;VAL;;;;;;
2024-09-04T21:30:00.000+02:00;1869,337;0,021;VAL;;;;;;
2024-09-04T21:45:00.000+02:00;1869,351;0,014;VAL;;;;;;
2024-09-04T22:00:00.000+02:00;1869,359;0,008;VAL;;;;;;
2024-09-04T22:15:00.000+02:00;1869,376;0,017;VAL;;;;;;
2024-09-04T22:30:00.000+02:00;1869,394;0,018;VAL;;;;;;
2024-09-04T22:45:00.000+02:00;1869,402;0,008;VAL;;;;;;
2024-09-04T23:00:00.000+02:00;1869,413;0,011;VAL;;;;;;
2024-09-04T23:15:00.000+02:00;1869,457;0,044;VAL;;;;;;
2024-09-04T23:30:00.000+02:00;1869,481;0,024;VAL;;;;;;
2024-09-04T23:45:00.000+02:00;1869,489;0,008;VAL;;;;;;
2024-09-05T00:00:00.000+02:00;1869,513;0,024;VAL;;;;;;
2024-09-05T00:15:00.000+02:00;1869,53;0,017;VAL;;;;;;
2024-09-05T00:30:00.000+02:00;1869,54;0,01;VAL;;;;;;
2024-09-05T00:45:00.000+02:00;1869,556;0,016;VAL;;;;;;
2024-09-05T01:00:00.000+02:00;1869,574;0,018;VAL;;;;;;
2024-09-05T01:15:00.000+02:00;1869,582;0,008;VAL;;;;;;
2024-09-05T01:30:00.000+02:00;1869,593;0,011;VAL;;;;;;
2024-09-05T01:45:00.000+02:00;1869,616;0,023;VAL;;;;;;
2024-09-05T02:00:00.000+02:00;1869,625;0,009;VAL;;;;;;
2024-09-05T02:15:00.000+02:00;1869,633;0,008;VAL;;;;;;
2024-09-05T02:30:00.000+02:00;1869,654;0,021;VAL;;;;;;
2024-09-05T02:45:00.000+02:00;1869,667;0,013;VAL;;;;;;
2024-09-05T03:00:00.000+02:00;1869,675;0,008;VAL;;;;;;
2024-09-05T03:15:00.000+02:00;1869,69;0,015;VAL;;;;;;
2024-09-05T03:30:00.000+02:00;1869,709;0,019;VAL;;;;;;
2024-09-05T03:45:00.000+02:00;1869,717;0,008;VAL;;;;;;
2024-09-05T04:00:00.000+02:00;1869,725;0,008;VAL;;;;;;
2024-09-05T04:15:00.000+02:00;1869,748;0,023;VAL;;;;;;
2024-09-05T04:30:00.000+02:00;1869,758;0,01;VAL;;;;;;
2024-09-05T04:45:00.000+02:00;1869,766;0,008;VAL;;;;;;
2024-09-05T05:00:00.000+02:00;1869,784;0,018;VAL;;;;;;
2024-09-05T05:15:00.000+02:00;1869,801;0,017;VAL;;;;;;
2024-09-05T05:30:00.000+02:00;1869,81;0,009;VAL;;;;;;
2024-09-05T05:45:00.000+02:00;1869,82;0,01;VAL;;;;;;
2024-09-05T06:00:00.000+02:00;1869,843;0,023;VAL;;;;;;
2024-09-05T06:15:00.000+02:00;1869,852;0,009;VAL;;;;;;
2024-09-05T06:30:00.000+02:00;1869,86;0,008;VAL;;;;;;
2024-09-05T06:45:00.000+02:00;1869,878;0,018;VAL;;;;;;
2024-09-05T07:00:00.000+02:00;1869,895;0,017;VAL;;;;;;
2024-09-05T07:15:00.000+02:00;1869,907;0,012;VAL;;;;;;
2024-09-05T07:30:00.000+02:00;1869,917;0,01;VAL;;;;;;
2024-09-05T07:45:00.000+02:00;1869,94;0,023;VAL;;;;;;
2024-09-05T08:00:00.000+02:00;1869,96;0,02;VAL;;;;;;
2024-09-05T08:15:00.000+02:00;1869,997;0,037;VAL;;;;;;
2024-09-05T08:30:00.000+02:00;1870,048;0,051;VAL;;;;;;
2024-09-05T08:45:00.000+02:00;1870,089;0,041;VAL;;;;;;
2024-09-05T09:00:00.000+02:00;1870,128;0,039;VAL;;;;;;
2024-09-05T09:15:00.000+02:00;1870,195;0,067;VAL;;;;;;
2024-09-05T09:30:00.000+02:00;1870,251;0,056;VAL;;;;;;
2024-09-05T09:45:00.000+02:00;1870,289;0,038;VAL;;;;;;
2024-09-05T10:00:00.000+02:00;1870,322;0,033;VAL;;;;;;
2024-09-05T10:15:00.000+02:00;1870,37;0,048;VAL;;;;;;
2024-09-05T10:30:00.000+02:00;1870,412;0,042;VAL;;;;;;
2024-09-05T10:45:00.000+02:00;1870,448;0,036;VAL;;;;;;
2024-09-05T11:00:00.000+02:00;1870,492;0,044;VAL;;;;;;
2024-09-05T11:15:00.000+02:00;1870,533;0,041;VAL;;;;;;
2024-09-05T11:30:00.000+02:00;1870,541;0,008;VAL;;;;;;
2024-09-05T11:45:00.000+02:00;1870,541;;VAL;;;;;;
2024-09-05T12:00:00.000+02:00;1870,547;0,006;VAL;;;;;;
2024-09-05T12:15:00.000+02:00;1870,55;0,003;VAL;;;;;;
2024-09-05T12:30:00.000+02:00;1870,55;;VAL;;;;;;
2024-09-05T12:45:00.000+02:00;1870,55;;VAL;;;;;;
2024-09-05T13:00:00.000+02:00;1870,552;0,002;VAL;;;;;;
2024-09-05T13:15:00.000+02:00;1870,552;;VAL;;;;;;
2024-09-05T13:30:00.000+02:00;1870,555;0,003;VAL;;;;;;
2024-09-05T13:45:00.000+02:00;1870,558;0,003;VAL;;;;;;
2024-09-05T14:00:00.000+02:00;1870,559;0,001;VAL;;;;;;
2024-09-05T14:15:00.000+02:00;1870,564;0,005;VAL;;;;;;
2024-09-05T14:30:00.000+02:00;1870,574;0,01;VAL;;;;;;
2024-09-05T14:45:00.000+02:00;1870,597;0,023;VAL;;;;;;
2024-09-05T15:00:00.000+02:00;1870,611;0,014;VAL;;;;;;
2024-09-05T15:15:00.000+02:00;1870,615;0,004;VAL;;;;;;
2024-09-05T15:30:00.000+02:00;1870,615;;VAL;;;;;;
2024-09-05T15:45:00.000+02:00;1870,624;0,009;VAL;;;;;;
2024-09-05T16:00:00.000+02:00;1870,631;0,007;VAL;;;;;;
2024-09-05T16:15:00.000+02:00;1870,633;0,002;VAL;;;;;;
2024-09-05T16:30:00.000+02:00;1870,643;0,01;VAL;;;;;;
2024-09-05T16:45:00.000+02:00;1870,652;0,009;VAL;;;;;;
2024-09-05T17:00:00.000+02:00;1870,66;0,008;VAL;;;;;;
2024-09-05T17:15:00.000+02:00;1870,66;;VAL;;;;;;
2024-09-05T17:30:00.000+02:00;1870,684;0,024;VAL;;;;;;
2024-09-05T17:45:00.000+02:00;1870,713;0,029;VAL;;;;;;
2024-09-05T18:00:00.000+02:00;1870,728;0,015;VAL;;;;;;
2024-09-05T18:15:00.000+02:00;1870,762;0,034;VAL;;;;;;
2024-09-05T18:30:00.000+02:00;1870,813;0,051;VAL;;;;;;
2024-09-05T18:45:00.000+02:00;1870,857;0,044;VAL;;;;;;
2024-09-05T19:00:00.000+02:00;1870,894;0,037;VAL;;;;;;
2024-09-05T19:15:00.000+02:00;1870,941;0,047;VAL;;;;;;
2024-09-05T19:30:00.000+02:00;1870,976;0,035;VAL;;;;;;
2024-09-05T19:45:00.000+02:00;1870,993;0,017;VAL;;;;;;
2024-09-05T20:00:00.000+02:00;1871,017;0,024;VAL;;;;;;
2024-09-05T20:15:00.000+02:00;1871,064;0,047;VAL;;;;;;
2024-09-05T20:30:00.000+02:00;1871,104;0,04;VAL;;;;;;
2024-09-05T20:45:00.000+02:00;1871,138;0,034;VAL;;;;;;
2024-09-05T21:00:00.000+02:00;1871,185;0,047;VAL;;;;;;
2024-09-05T21:15:00.000+02:00;1871,231;0,046;VAL;;;;;;
2024-09-05T21:30:00.000+02:00;1871,264;0,033;VAL;;;;;;
2024-09-05T21:45:00.000+02:00;1871,37;0,106;VAL;;;;;;
2024-09-05T22:00:00.000+02:00;1871,519;0,149;VAL;;;;;;
2024-09-05T22:15:00.000+02:00;1871,558;0,039;VAL;;;;;;
2024-09-05T22:30:00.000+02:00;1871,586;0,028;VAL;;;;;;
2024-09-05T22:45:00.000+02:00;1871,694;0,108;VAL;;;;;;
2024-09-05T23:00:00.000+02:00;1871,749;0,055;VAL;;;;;;
2024-09-05T23:15:00.000+02:00;1871,782;0,033;VAL;;;;;;
2024-09-05T23:30:00.000+02:00;1871,85;0,068;VAL;;;;;;
2024-09-05T23:45:00.000+02:00;1871,968;0,118;VAL;;;;;;
2024-09-06T00:00:00.000+02:00;1871,983;0,015;VAL;;;;;;
2024-09-06T00:15:00.000+02:00;1871,993;0,01;VAL;;;;;;
2024-09-06T00:30:00.000+02:00;1872,014;0,021;VAL;;;;;;
2024-09-06T00:45:00.000+02:00;1872,029;0,015;VAL;;;;;;
2024-09-06T01:00:00.000+02:00;1872,038;0,009;VAL;;;;;;
2024-09-06T01:15:00.000+02:00;1872,054;0,016;VAL;;;;;;
2024-09-06T01:30:00.000+02:00;1872,074;0,02;VAL;;;;;;
2024-09-06T01:45:00.000+02:00;1872,082;0,008;VAL;;;;;;
2024-09-06T02:00:00.000+02:00;1872,093;0,011;VAL;;;;;;
2024-09-06T02:15:00.000+02:00;1872,115;0,022;VAL;;;;;;
2024-09-06T02:30:00.000+02:00;1872,126;0,011;VAL;;;;;;
2024-09-06T02:45:00.000+02:00;1872,134;0,008;VAL;;;;;;
2024-09-06T03:00:00.000+02:00;1872,153;0,019;VAL;;;;;;
2024-09-06T03:15:00.000+02:00;1872,169;0,016;VAL;;;;;;
2024-09-06T03:30:00.000+02:00;1872,177;0,008;VAL;;;;;;
2024-09-06T03:45:00.000+02:00;1872,19;0,013;VAL;;;;;;
2024-09-06T04:00:00.000+02:00;1872,212;0,022;VAL;;;;;;
2024-09-06T04:15:00.000+02:00;1872,22;0,008;VAL;;;;;;
2024-09-06T04:30:00.000+02:00;1872,228;0,008;VAL;;;;;;
2024-09-06T04:45:00.000+02:00;1872,248;0,02;VAL;;;;;;
2024-09-06T05:00:00.000+02:00;1872,263;0,015;VAL;;;;;;
2024-09-06T05:15:00.000+02:00;1872,272;0,009;VAL;;;;;;
2024-09-06T05:30:00.000+02:00;1872,285;0,013;VAL;;;;;;
2024-09-06T05:45:00.000+02:00;1872,307;0,022;VAL;;;;;;
2024-09-06T06:00:00.000+02:00;1872,315;0,008;VAL;;;;;;
2024-09-06T06:15:00.000+02:00;1872,323;0,008;VAL;;;;;;
2024-09-06T06:30:00.000+02:00;1872,343;0,02;VAL;;;;;;
2024-09-06T06:45:00.000+02:00;1872,358;0,015;VAL;;;;;;
2024-09-06T07:00:00.000+02:00;1872,367;0,009;VAL;;;;;;
2024-09-06T07:15:00.000+02:00;1872,378;0,011;VAL;;;;;;
2024-09-06T07:30:00.000+02:00;1872,407;0,029;VAL;;;;;;
2024-09-06T07:45:00.000+02:00;1872,442;0,035;VAL;;;;;;
2024-09-06T08:00:00.000+02:00;1872,467;0,025;VAL;;;;;;
2024-09-06T08:15:00.000+02:00;1872,482;0,015;VAL;;;;;;
2024-09-06T08:30:00.000+02:00;1872,517;0,035;VAL;;;;;;
2024-09-06T08:45:00.000+02:00;1872,564;0,047;VAL;;;;;;
2024-09-06T09:00:00.000+02:00;1872,595;0,031;VAL;;;;;;
2024-09-06T09:15:00.000+02:00;1872,632;0,037;VAL;;;;;;
2024-09-06T09:30:00.000+02:00;1872,68;0,048;VAL;;;;;;
2024-09-06T09:45:00.000+02:00;1872,72;0,04;VAL;;;;;;
2024-09-06T10:00:00.000+02:00;1872,761;0,041;VAL;;;;;;
2024-09-06T10:15:00.000+02:00;1872,814;0,053;VAL;;;;;;
2024-09-06T10:30:00.000+02:00;1872,854;0,04;VAL;;;;;;
2024-09-06T10:45:00.000+02:00;1872,892;0,038;VAL;;;;;;
2024-09-06T11:00:00.000+02:00;1872,942;0,05;VAL;;;;;;
2024-09-06T11:15:00.000+02:00;1872,982;0,04;VAL;;;;;;
2024-09-06T11:30:00.000+02:00;1873,015;0,033;VAL;;;;;;
2024-09-06T11:45:00.000+02:00;1873,049;0,034;VAL;;;;;;
2024-09-06T12:00:00.000+02:00;1873,075;0,026;VAL;;;;;;
2024-09-06T12:15:00.000+02:00;1873,092;0,017;VAL;;;;;;
2024-09-06T12:30:00.000+02:00;1873,117;0,025;VAL;;;;;;
2024-09-06T12:45:00.000+02:00;1873,147;0,03;VAL;;;;;;
2024-09-06T13:00:00.000+02:00;1873,168;0,021;VAL;;;;;;
2024-09-06T13:15:00.000+02:00;1873,193;0,025;VAL;;;;;;
2024-09-06T13:30:00.000+02:00;1873,226;0,033;VAL;;;;;;
2024-09-06T13:45:00.000+02:00;1873,25;0,024;VAL;;;;;;
2024-09-06T14:00:00.000+02:00;1873,261;0,011;VAL;;;;;;
2024-09-06T14:15:00.000+02:00;1873,27;0,009;VAL;;;;;;
2024-09-06T14:30:00.000+02:00;1873,303;0,033;VAL;;;;;;
2024-09-06T14:45:00.000+02:00;1873,713;0,41;VAL;;;;;;
2024-09-06T15:00:00.000+02:00;1874,068;0,355;VAL;;;;;;
2024-09-06T15:15:00.000+02:00;1874,246;0,178;VAL;;;;;;
2024-09-06T15:30:00.000+02:00;1874,251;0,005;VAL;;;;;;
2024-09-06T15:45:00.000+02:00;1874,251;;VAL;;;;;;
2024-09-06T16:00:00.000+02:00;1874,251;;VAL;;;;;;
2024-09-06T16:15:00.000+02:00;1874,251;;VAL;;;;;;
2024-09-06T16:30:00.000+02:00;1874,251;;VAL;;;;;;
2024-09-06T16:45:00.000+02:00;1874,251;;VAL;;;;;;
2024-09-06T17:00:00.000+02:00;1874,251;;VAL;;;;;;
2024-09-06T17:15:00.000+02:00;1874,251;;VAL;;;;;;
2024-09-06T17:30:00.000+02:00;1874,251;;VAL;;;;;;
2024-09-06T17:45:00.000+02:00;1874,251;;VAL;;;;;;
2024-09-06T18:00:00.000+02:00;1874,251;;VAL;;;;;;
2024-09-06T18:15:00.000+02:00;1874,251;;VAL;;;;;;
2024-09-06T18:30:00.000+02:00;1874,255;0,004;VAL;;;;;;
2024-09-06T18:45:00.000+02:00;1874,269;0,014;VAL;;;;;;
2024-09-06T19:00:00.000+02:00;1874,273;0,004;VAL;;;;;;
2024-09-06T19:15:00.000+02:00;1874,279;0,006;VAL;;;;;;
2024-09-06T19:30:00.000+02:00;1874,298;0,019;VAL;;;;;;
2024-09-06T19:45:00.000+02:00;1874,31;0,012;VAL;;;;;;
2024-09-06T20:00:00.000+02:00;1874,316;0,006;VAL;;;;;;
2024-09-06T20:15:00.000+02:00;1874,326;0,01;VAL;;;;;;
2024-09-06T20:30:00.000+02:00;1874,347;0,021;VAL;;;;;;
2024-09-06T20:45:00.000+02:00;1874,353;0,006;VAL;;;;;;
2024-09-06T21:00:00.000+02:00;1874,359;0,006;VAL;;;;;;
2024-09-06T21:15:00.000+02:00;1874,376;0,017;VAL;;;;;;
2024-09-06T21:30:00.000+02:00;1874,39;0,014;VAL;;;;;;
2024-09-06T21:45:00.000+02:00;1874,397;0,007;VAL;;;;;;
2024-09-06T22:00:00.000+02:00;1874,404;0,007;VAL;;;;;;
2024-09-06T22:15:00.000+02:00;1874,424;0,02;VAL;;;;;;
2024-09-06T22:30:00.000+02:00;1874,434;0,01;VAL;;;;;;
2024-09-06T22:45:00.000+02:00;1874,44;0,006;VAL;;;;;;
2024-09-06T23:00:00.000+02:00;1874,452;0,012;VAL;;;;;;
2024-09-06T23:15:00.000+02:00;1874,471;0,019;VAL;;;;;;
2024-09-06T23:30:00.000+02:00;1874,477;0,006;VAL;;;;;;
2024-09-06T23:45:00.000+02:00;1874,483;0,006;VAL;;;;;;
2024-09-07T00:00:00.000+02:00;1874,501;0,018;VAL;;;;;;
2024-09-07T00:15:00.000+02:00;1874,515;0,014;VAL;;;;;;
2024-09-07T00:30:00.000+02:00;1874,521;0,006;VAL;;;;;;
2024-09-07T00:45:00.000+02:00;1874,529;0,008;VAL;;;;;;
2024-09-07T01:00:00.000+02:00;1874,55;0,021;VAL;;;;;;
2024-09-07T01:15:00.000+02:00;1874,558;0,008;VAL;;;;;;
2024-09-07T01:30:00.000+02:00;1874,564;0,006;VAL;;;;;;
2024-09-07T01:45:00.000+02:00;1874,578;0,014;VAL;;;;;;
2024-09-07T02:00:00.000+02:00;1874,595;0,017;VAL;;;;;;
2024-09-07T02:15:00.000+02:00;1874,602;0,007;VAL;;;;;;
2024-09-07T02:30:00.000+02:00;1874,608;0,006;VAL;;;;;;
2024-09-07T02:45:00.000+02:00;1874,626;0,018;VAL;;;;;;
2024-09-07T03:00:00.000+02:00;1874,639;0,013;VAL;;;;;;
2024-09-07T03:15:00.000+02:00;1874,645;0,006;VAL;;;;;;
2024-09-07T03:30:00.000+02:00;1874,654;0,009;VAL;;;;;;
2024-09-07T03:45:00.000+02:00;1874,675;0,021;VAL;;;;;;
2024-09-07T04:00:00.000+02:00;1874,683;0,008;VAL;;;;;;
2024-09-07T04:15:00.000+02:00;1874,689;0,006;VAL;;;;;;
2024-09-07T04:30:00.000+02:00;1874,703;0,014;VAL;;;;;;
2024-09-07T04:45:00.000+02:00;1874,72;0,017;VAL;;;;;;
2024-09-07T05:00:00.000+02:00;1874,726;0,006;VAL;;;;;;
2024-09-07T05:15:00.000+02:00;1874,733;0,007;VAL;;;;;;
2024-09-07T05:30:00.000+02:00;1874,751;0,018;VAL;;;;;;
2024-09-07T05:45:00.000+02:00;1874,763;0,012;VAL;;;;;;
2024-09-07T06:00:00.000+02:00;1874,77;0,007;VAL;;;;;;
2024-09-07T06:15:00.000+02:00;1874,778;0,008;VAL;;;;;;
2024-09-07T06:30:00.000+02:00;1874,798;0,02;VAL;;;;;;
2024-09-07T06:45:00.000+02:00;1874,806;0,008;VAL;;;;;;
2024-09-07T07:00:00.000+02:00;1874,812;0,006;VAL;;;;;;
2024-09-07T07:15:00.000+02:00;1874,825;0,013;VAL;;;;;;
2024-09-07T07:30:00.000+02:00;1874,842;0,017;VAL;;;;;;
2024-09-07T07:45:00.000+02:00;1874,846;0,004;VAL;;;;;;
2024-09-07T08:00:00.000+02:00;1874,85;0,004;VAL;;;;;;
2024-09-07T08:15:00.000+02:00;1874,864;0,014;VAL;;;;;;
2024-09-07T08:30:00.000+02:00;1874,872;0,008;VAL;;;;;;
2024-09-07T08:45:00.000+02:00;1874,873;0,001;VAL;;;;;;
2024-09-07T09:00:00.000+02:00;1874,875;0,002;VAL;;;;;;
2024-09-07T09:15:00.000+02:00;1874,89;0,015;VAL;;;;;;
2024-09-07T09:30:00.000+02:00;1874,892;0,002;VAL;;;;;;
2024-09-07T09:45:00.000+02:00;1874,892;;VAL;;;;;;
2024-09-07T10:00:00.000+02:00;1874,897;0,005;VAL;;;;;;
2024-09-07T10:15:00.000+02:00;1874,907;0,01;VAL;;;;;;
2024-09-07T10:30:00.000+02:00;1874,907;;VAL;;;;;;
2024-09-07T10:45:00.000+02:00;1874,907;;VAL;;;;;;
2024-09-07T11:00:00.000+02:00;1874,916;0,009;VAL;;;;;;
2024-09-07T11:15:00.000+02:00;1874,921;0,005;VAL;;;;;;
2024-09-07T11:30:00.000+02:00;1874,921;;VAL;;;;;;
2024-09-07T11:45:00.000+02:00;1874,921;;VAL;;;;;;
2024-09-07T12:00:00.000+02:00;1874,931;0,01;VAL;;;;;;
2024-09-07T12:15:00.000+02:00;1874,933;0,002;VAL;;;;;;
2024-09-07T12:30:00.000+02:00;1874,933;;VAL;;;;;;
2024-09-07T12:45:00.000+02:00;1874,936;0,003;VAL;;;;;;
2024-09-07T13:00:00.000+02:00;1874,944;0,008;VAL;;;;;;
2024-09-07T13:15:00.000+02:00;1874,944;;VAL;;;;;;
2024-09-07T13:30:00.000+02:00;1874,944;;VAL;;;;;;
2024-09-07T13:45:00.000+02:00;1874,948;0,004;VAL;;;;;;
2024-09-07T14:00:00.000+02:00;1874,95;0,002;VAL;;;;;;
2024-09-07T14:15:00.000+02:00;1874,95;;VAL;;;;;;
2024-09-07T14:30:00.000+02:00;1874,95;;VAL;;;;;;
2024-09-07T14:45:00.000+02:00;1874,951;0,001;VAL;;;;;;
2024-09-07T15:00:00.000+02:00;1874,951;;VAL;;;;;;
2024-09-07T15:15:00.000+02:00;1874,951;;VAL;;;;;;
2024-09-07T15:30:00.000+02:00;1874,951;;VAL;;;;;;
2024-09-07T15:45:00.000+02:00;1874,951;;VAL;;;;;;
2024-09-07T16:00:00.000+02:00;1874,951;;VAL;;;;;;
2024-09-07T16:15:00.000+02:00;1874,951;;VAL;;;;;;
2024-09-07T16:30:00.000+02:00;1874,955;0,004;VAL;;;;;;
2024-09-07T16:45:00.000+02:00;1874,956;0,001;VAL;;;;;;
2024-09-07T17:00:00.000+02:00;1874,956;;VAL;;;;;;
2024-09-07T17:15:00.000+02:00;1874,957;0,001;VAL;;;;;;
2024-09-07T17:30:00.000+02:00;1874,957;;VAL;;;;;;
2024-09-07T17:45:00.000+02:00;1874,957;;VAL;;;;;;
2024-09-07T18:00:00.000+02:00;1874,957;;VAL;;;;;;
2024-09-07T18:15:00.000+02:00;1874,957;;VAL;;;;;;
2024-09-07T18:30:00.000+02:00;1874,957;;VAL;;;;;;
2024-09-07T18:45:00.000+02:00;1874,958;0,001;VAL;;;;;;
2024-09-07T19:00:00.000+02:00;1874,965;0,007;VAL;;;;;;
2024-09-07T19:15:00.000+02:00;1874,985;0,02;VAL;;;;;;
2024-09-07T19:30:00.000+02:00;1874,992;0,007;VAL;;;;;;
2024-09-07T19:45:00.000+02:00;1874,999;0,007;VAL;;;;;;
2024-09-07T20:00:00.000+02:00;1875,014;0,015;VAL;;;;;;
2024-09-07T20:15:00.000+02:00;1875,03;0,016;VAL;;;;;;
2024-09-07T20:30:00.000+02:00;1875,036;0,006;VAL;;;;;;
2024-09-07T20:45:00.000+02:00;1875,042;0,006;VAL;;;;;;
2024-09-07T21:00:00.000+02:00;1875,063;0,021;VAL;;;;;;
2024-09-07T21:15:00.000+02:00;1875,073;0,01;VAL;;;;;;
2024-09-07T21:30:00.000+02:00;1875,079;0,006;VAL;;;;;;
2024-09-07T21:45:00.000+02:00;1875,092;0,013;VAL;;;;;;
2024-09-07T22:00:00.000+02:00;1875,11;0,018;VAL;;;;;;
2024-09-07T22:15:00.000+02:00;1875,116;0,006;VAL;;;;;;
2024-09-07T22:30:00.000+02:00;1875,122;0,006;VAL;;;;;;
2024-09-07T22:45:00.000+02:00;1875,142;0,02;VAL;;;;;;
2024-09-07T23:00:00.000+02:00;1875,153;0,011;VAL;;;;;;
2024-09-07T23:15:00.000+02:00;1875,159;0,006;VAL;;;;;;
2024-09-07T23:30:00.000+02:00;1875,17;0,011;VAL;;;;;;
2024-09-07T23:45:00.000+02:00;1875,19;0,02;VAL;;;;;;
2024-09-08T00:00:00.000+02:00;1875,196;0,006;VAL;;;;;;
2024-09-08T00:15:00.000+02:00;1875,203;0,007;VAL;;;;;;
2024-09-08T00:30:00.000+02:00;1875,22;0,017;VAL;;;;;;
2024-09-08T00:45:00.000+02:00;1875,234;0,014;VAL;;;;;;
2024-09-08T01:00:00.000+02:00;1875,24;0,006;VAL;;;;;;
2024-09-08T01:15:00.000+02:00;1875,248;0,008;VAL;;;;;;
2024-09-08T01:30:00.000+02:00;1875,268;0,02;VAL;;;;;;
2024-09-08T01:45:00.000+02:00;1875,277;0,009;VAL;;;;;;
2024-09-08T02:00:00.000+02:00;1875,283;0,006;VAL;;;;;;
2024-09-08T02:15:00.000+02:00;1875,297;0,014;VAL;;;;;;
2024-09-08T02:30:00.000+02:00;1875,314;0,017;VAL;;;;;;
2024-09-08T02:45:00.000+02:00;1875,32;0,006;VAL;;;;;;
2024-09-08T03:00:00.000+02:00;1875,326;0,006;VAL;;;;;;
2024-09-08T03:15:00.000+02:00;1875,346;0,02;VAL;;;;;;
2024-09-08T03:30:00.000+02:00;1875,357;0,011;VAL;;;;;;
2024-09-08T03:45:00.000+02:00;1875,363;0,006;VAL;;;;;;
2024-09-08T04:00:00.000+02:00;1875,374;0,011;VAL;;;;;;
2024-09-08T04:15:00.000+02:00;1875,394;0,02;VAL;;;;;;
2024-09-08T04:30:00.000+02:00;1875;0,006;VAL;;;;;;
2024-09-08T04:45:00.000+02:00;1875,406;0,006;VAL;;;;;;
2024-09-08T05:00:00.000+02:00;1875,423;0,017;VAL;;;;;;
2024-09-08T05:15:00.000+02:00;1875,438;0,015;VAL;;;;;;
2024-09-08T05:30:00.000+02:00;1875,444;0,006;VAL;;;;;;
2024-09-08T05:45:00.000+02:00;1875,451;0,007;VAL;;;;;;
2024-09-08T06:00:00.000+02:00;1875,472;0,021;VAL;;;;;;
2024-09-08T06:15:00.000+02:00;1875,482;0,01;VAL;;;;;;
2024-09-08T06:30:00.000+02:00;1875,488;0,006;VAL;;;;;;
2024-09-08T06:45:00.000+02:00;1875,501;0,013;VAL;;;;;;
2024-09-08T07:00:00.000+02:00;1875,518;0,017;VAL;;;;;;
2024-09-08T07:15:00.000+02:00;1875,524;0,006;VAL;;;;;;
2024-09-08T07:30:00.000+02:00;1875,529;0,005;VAL;;;;;;
2024-09-08T07:45:00.000+02:00;1875,546;0,017;VAL;;;;;;
2024-09-08T08:00:00.000+02:00;1875,555;0,009;VAL;;;;;;
2024-09-08T08:15:00.000+02:00;1875,557;0,002;VAL;;;;;;
2024-09-08T08:30:00.000+02:00;1875,563;0,006;VAL;;;;;;
2024-09-08T08:45:00.000+02:00;1875,579;0,016;VAL;;;;;;
2024-09-08T09:00:00.000+02:00;1875,579;;VAL;;;;;;
2024-09-08T09:15:00.000+02:00;1875,579;;VAL;;;;;;
2024-09-08T09:30:00.000+02:00;1875,589;0,01;VAL;;;;;;
2024-09-08T09:45:00.000+02:00;1875,596;0,007;VAL;;;;;;
2024-09-08T10:00:00.000+02:00;1875,596;;VAL;;;;;;
2024-09-08T10:15:00.000+02:00;1875,597;0,001;VAL;;;;;;
2024-09-08T10:30:00.000+02:00;1875,609;0,012;VAL;;;;;;
2024-09-08T10:45:00.000+02:00;1875,61;0,001;VAL;;;;;;
2024-09-08T11:00:00.000+02:00;1875,61;;VAL;;;;;;
2024-09-08T11:15:00.000+02:00;1875,613;0,003;VAL;;;;;;
2024-09-08T11:30:00.000+02:00;1875,618;0,005;VAL;;;;;;
2024-09-08T11:45:00.000+02:00;1875,618;;VAL;;;;;;
2024-09-08T12:00:00.000+02:00;1875,618;;VAL;;;;;;
2024-09-08T12:15:00.000+02:00;1875,621;0,003;VAL;;;;;;
2024-09-08T12:30:00.000+02:00;1875,622;0,001;VAL;;;;;;
2024-09-08T12:45:00.000+02:00;1875,622;;VAL;;;;;;
2024-09-08T13:00:00.000+02:00;1875,624;0,002;VAL;;;;;;
2024-09-08T13:15:00.000+02:00;1875,632;0,008;VAL;;;;;;
2024-09-08T13:30:00.000+02:00;1875,632;;VAL;;;;;;
